"기준_년분기_코드","행정동_코드","행정동_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20251","11110515","청운효자동","CS100001","한식음식점","79","79","3","2","1","1","0"
"20251","11110515","청운효자동","CS100002","중식음식점","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS100003","일식음식점","15","15","0","0","7","1","0"
"20251","11110515","청운효자동","CS100004","양식음식점","54","54","2","1","0","0","0"
"20251","11110515","청운효자동","CS100005","제과점","19","20","0","0","0","0","1"
"20251","11110515","청운효자동","CS100006","패스트푸드점","6","7","0","0","0","0","1"
"20251","11110515","청운효자동","CS100007","치킨전문점","2","3","0","0","0","0","1"
"20251","11110515","청운효자동","CS100008","분식전문점","25","26","4","1","0","0","1"
"20251","11110515","청운효자동","CS100009","호프-간이주점","21","21","0","0","0","0","0"
"20251","11110515","청운효자동","CS100010","커피-음료","114","115","2","2","4","4","1"
"20251","11110515","청운효자동","CS200001","일반교습학원","25","25","4","1","0","0","0"
"20251","11110515","청운효자동","CS200002","외국어학원","3","3","0","0","0","0","0"
"20251","11110515","청운효자동","CS200003","예술학원","12","13","0","0","0","0","1"
"20251","11110515","청운효자동","CS200005","스포츠 강습","17","17","0","0","0","0","0"
"20251","11110515","청운효자동","CS200006","일반의원","3","3","0","0","0","0","0"
"20251","11110515","청운효자동","CS200007","치과의원","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200008","한의원","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200009","동물병원","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200010","변호사사무소","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200013","기타법무서비스","3","3","0","0","0","0","0"
"20251","11110515","청운효자동","CS200016","당구장","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200017","골프연습장","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200022","복권방","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200024","스포츠클럽","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200025","자동차수리","1","1","0","0","100","1","0"
"20251","11110515","청운효자동","CS200026","자동차미용","4","4","0","0","0","0","0"
"20251","11110515","청운효자동","CS200028","미용실","19","19","0","0","0","0","0"
"20251","11110515","청운효자동","CS200029","네일숍","6","6","0","0","0","0","0"
"20251","11110515","청운효자동","CS200030","피부관리실","3","3","0","0","33","1","0"
"20251","11110515","청운효자동","CS200031","세탁소","3","6","0","0","0","0","3"
"20251","11110515","청운효자동","CS200032","가전제품수리","6","6","0","0","0","0","0"
"20251","11110515","청운효자동","CS200033","부동산중개업","42","42","0","0","0","0","0"
"20251","11110515","청운효자동","CS200034","여관","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS200035","게스트하우스","46","46","0","0","2","1","0"
"20251","11110515","청운효자동","CS200036","고시원","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200037","노래방","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200038","독서실","4","4","0","0","0","0","0"
"20251","11110515","청운효자동","CS200040","녹음실","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS200041","사진관","19","19","0","0","0","0","0"
"20251","11110515","청운효자동","CS200042","통번역서비스","5","5","0","0","0","0","0"
"20251","11110515","청운효자동","CS200043","건축물청소","7","7","0","0","0","0","0"
"20251","11110515","청운효자동","CS200044","여행사","10","10","0","0","0","0","0"
"20251","11110515","청운효자동","CS200046","의류임대","5","5","0","0","0","0","0"
"20251","11110515","청운효자동","CS300001","슈퍼마켓","19","27","4","1","4","1","8"
"20251","11110515","청운효자동","CS300002","편의점","2","10","0","0","0","0","8"
"20251","11110515","청운효자동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300004","핸드폰","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS300005","주류도매","3","3","0","0","67","2","0"
"20251","11110515","청운효자동","CS300006","미곡판매","4","4","0","0","0","0","0"
"20251","11110515","청운효자동","CS300007","육류판매","9","9","0","0","0","0","0"
"20251","11110515","청운효자동","CS300008","수산물판매","5","5","0","0","20","1","0"
"20251","11110515","청운효자동","CS300009","청과상","7","7","0","0","0","0","0"
"20251","11110515","청운효자동","CS300010","반찬가게","20","20","0","0","0","0","0"
"20251","11110515","청운효자동","CS300011","일반의류","65","65","2","1","2","1","0"
"20251","11110515","청운효자동","CS300012","한복점","3","3","33","1","0","0","0"
"20251","11110515","청운효자동","CS300014","신발","6","7","0","0","0","0","1"
"20251","11110515","청운효자동","CS300015","가방","4","4","0","0","0","0","0"
"20251","11110515","청운효자동","CS300016","안경","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300017","시계및귀금속","8","8","0","0","0","0","0"
"20251","11110515","청운효자동","CS300018","의약품","5","6","0","0","0","0","1"
"20251","11110515","청운효자동","CS300019","의료기기","2","2","0","0","50","1","0"
"20251","11110515","청운효자동","CS300020","서적","15","15","0","0","0","0","0"
"20251","11110515","청운효자동","CS300021","문구","8","8","13","1","0","0","0"
"20251","11110515","청운효자동","CS300022","화장품","9","9","0","0","11","1","0"
"20251","11110515","청운효자동","CS300023","미용재료","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS300024","운동/경기용품","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300026","완구","4","4","0","0","0","0","0"
"20251","11110515","청운효자동","CS300027","섬유제품","5","5","20","1","0","0","0"
"20251","11110515","청운효자동","CS300028","화초","22","22","5","1","14","3","0"
"20251","11110515","청운효자동","CS300029","애완동물","2","3","33","1","0","0","1"
"20251","11110515","청운효자동","CS300032","가전제품","1","1","0","0","0","0","0"
"20251","11110515","청운효자동","CS300033","철물점","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300035","인테리어","12","12","8","1","0","0","0"
"20251","11110515","청운효자동","CS300036","조명용품","5","5","0","0","20","1","0"
"20251","11110515","청운효자동","CS300038","자동차부품","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300040","재생용품 판매점","2","2","0","0","0","0","0"
"20251","11110515","청운효자동","CS300041","예술품","23","23","0","0","4","1","0"
"20251","11110515","청운효자동","CS300043","전자상거래업","27","27","4","1","4","1","0"
"20251","11110530","사직동","CS100001","한식음식점","357","392","3","11","3","11","35"
"20251","11110530","사직동","CS100002","중식음식점","29","32","0","0","6","2","3"
"20251","11110530","사직동","CS100003","일식음식점","50","58","2","1","5","3","8"
"20251","11110530","사직동","CS100004","양식음식점","79","84","2","2","7","6","5"
"20251","11110530","사직동","CS100005","제과점","36","44","5","2","0","0","8"
"20251","11110530","사직동","CS100006","패스트푸드점","31","43","2","1","5","2","12"
"20251","11110530","사직동","CS100007","치킨전문점","5","13","0","0","0","0","8"
"20251","11110530","사직동","CS100008","분식전문점","44","54","2","1","11","6","10"
"20251","11110530","사직동","CS100009","호프-간이주점","99","111","2","2","2","2","12"
"20251","11110530","사직동","CS100010","커피-음료","178","225","4","10","3","6","47"
"20251","11110530","사직동","CS200001","일반교습학원","42","42","5","2","12","5","0"
"20251","11110530","사직동","CS200002","외국어학원","5","5","0","0","0","0","0"
"20251","11110530","사직동","CS200003","예술학원","12","13","0","0","0","0","1"
"20251","11110530","사직동","CS200005","스포츠 강습","29","29","3","1","3","1","0"
"20251","11110530","사직동","CS200006","일반의원","46","46","0","0","2","1","0"
"20251","11110530","사직동","CS200007","치과의원","25","25","0","0","0","0","0"
"20251","11110530","사직동","CS200008","한의원","15","15","0","0","0","0","0"
"20251","11110530","사직동","CS200009","동물병원","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200010","변호사사무소","58","58","0","0","2","1","0"
"20251","11110530","사직동","CS200011","변리사사무소","9","9","0","0","0","0","0"
"20251","11110530","사직동","CS200012","법무사사무소","7","7","14","1","0","0","0"
"20251","11110530","사직동","CS200013","기타법무서비스","22","22","0","0","14","3","0"
"20251","11110530","사직동","CS200014","회계사사무소","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS200015","세무사사무소","39","39","0","0","3","1","0"
"20251","11110530","사직동","CS200016","당구장","9","9","0","0","0","0","0"
"20251","11110530","사직동","CS200017","골프연습장","3","3","0","0","0","0","0"
"20251","11110530","사직동","CS200019","PC방","2","2","0","0","0","0","0"
"20251","11110530","사직동","CS200021","기타오락장","2","2","50","1","0","0","0"
"20251","11110530","사직동","CS200022","복권방","3","3","0","0","0","0","0"
"20251","11110530","사직동","CS200023","통신기기수리","2","2","0","0","0","0","0"
"20251","11110530","사직동","CS200024","스포츠클럽","22","23","0","0","0","0","1"
"20251","11110530","사직동","CS200025","자동차수리","2","5","0","0","0","0","3"
"20251","11110530","사직동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200028","미용실","33","33","6","2","12","4","0"
"20251","11110530","사직동","CS200029","네일숍","13","13","0","0","0","0","0"
"20251","11110530","사직동","CS200030","피부관리실","31","33","6","2","3","1","2"
"20251","11110530","사직동","CS200031","세탁소","9","10","0","0","0","0","1"
"20251","11110530","사직동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200033","부동산중개업","92","92","0","0","1","1","0"
"20251","11110530","사직동","CS200034","여관","7","7","14","1","0","0","0"
"20251","11110530","사직동","CS200035","게스트하우스","28","29","0","0","0","0","1"
"20251","11110530","사직동","CS200036","고시원","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200037","노래방","10","10","10","1","0","0","0"
"20251","11110530","사직동","CS200038","독서실","7","7","14","1","14","1","0"
"20251","11110530","사직동","CS200039","DVD방","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS200040","녹음실","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS200041","사진관","22","22","9","2","5","1","0"
"20251","11110530","사직동","CS200042","통번역서비스","18","18","0","0","0","0","0"
"20251","11110530","사직동","CS200043","건축물청소","15","15","0","0","0","0","0"
"20251","11110530","사직동","CS200044","여행사","453","453","1","4","0","1","0"
"20251","11110530","사직동","CS200046","의류임대","32","32","0","0","0","0","0"
"20251","11110530","사직동","CS200047","가정용품임대","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS300001","슈퍼마켓","24","33","0","0","0","0","9"
"20251","11110530","사직동","CS300002","편의점","3","31","0","0","0","0","28"
"20251","11110530","사직동","CS300003","컴퓨터및주변장치판매","25","25","0","0","0","0","0"
"20251","11110530","사직동","CS300004","핸드폰","18","18","6","1","0","0","0"
"20251","11110530","사직동","CS300006","미곡판매","6","6","0","0","0","0","0"
"20251","11110530","사직동","CS300007","육류판매","6","6","0","0","0","0","0"
"20251","11110530","사직동","CS300008","수산물판매","5","5","0","0","0","0","0"
"20251","11110530","사직동","CS300009","청과상","13","14","0","0","0","0","1"
"20251","11110530","사직동","CS300010","반찬가게","38","38","0","0","0","0","0"
"20251","11110530","사직동","CS300011","일반의류","84","85","0","0","1","1","1"
"20251","11110530","사직동","CS300012","한복점","4","4","50","2","0","0","0"
"20251","11110530","사직동","CS300013","유아의류","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS300014","신발","8","8","0","0","0","0","0"
"20251","11110530","사직동","CS300015","가방","7","7","0","0","0","0","0"
"20251","11110530","사직동","CS300016","안경","8","9","0","0","0","0","1"
"20251","11110530","사직동","CS300017","시계및귀금속","16","16","0","0","0","0","0"
"20251","11110530","사직동","CS300018","의약품","18","21","0","0","0","0","3"
"20251","11110530","사직동","CS300019","의료기기","9","9","0","0","0","0","0"
"20251","11110530","사직동","CS300020","서적","26","26","0","0","0","0","0"
"20251","11110530","사직동","CS300021","문구","20","25","0","0","0","0","5"
"20251","11110530","사직동","CS300022","화장품","52","54","2","1","0","0","2"
"20251","11110530","사직동","CS300023","미용재료","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS300024","운동/경기용품","12","12","0","0","8","1","0"
"20251","11110530","사직동","CS300026","완구","2","2","0","0","0","0","0"
"20251","11110530","사직동","CS300027","섬유제품","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS300028","화초","33","33","0","0","3","1","0"
"20251","11110530","사직동","CS300029","애완동물","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS300031","가구","5","5","0","0","0","0","0"
"20251","11110530","사직동","CS300032","가전제품","6","6","0","0","0","0","0"
"20251","11110530","사직동","CS300033","철물점","6","6","0","0","0","0","0"
"20251","11110530","사직동","CS300034","악기","4","4","0","0","0","0","0"
"20251","11110530","사직동","CS300035","인테리어","5","5","0","0","0","0","0"
"20251","11110530","사직동","CS300036","조명용품","23","23","0","0","0","0","0"
"20251","11110530","사직동","CS300038","자동차부품","8","8","0","0","0","0","0"
"20251","11110530","사직동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20251","11110530","사직동","CS300040","재생용품 판매점","5","5","0","0","0","0","0"
"20251","11110530","사직동","CS300041","예술품","39","39","8","3","3","1","0"
"20251","11110530","사직동","CS300042","주유소","2","2","0","0","0","0","0"
"20251","11110530","사직동","CS300043","전자상거래업","45","45","2","1","11","5","0"
"20251","11110540","삼청동","CS100001","한식음식점","74","77","4","3","1","1","3"
"20251","11110540","삼청동","CS100002","중식음식점","3","3","0","0","0","0","0"
"20251","11110540","삼청동","CS100003","일식음식점","7","7","0","0","14","1","0"
"20251","11110540","삼청동","CS100004","양식음식점","37","37","0","0","3","1","0"
"20251","11110540","삼청동","CS100005","제과점","14","14","0","0","0","0","0"
"20251","11110540","삼청동","CS100006","패스트푸드점","6","9","0","0","0","0","3"
"20251","11110540","삼청동","CS100007","치킨전문점","0","2","0","0","0","0","2"
"20251","11110540","삼청동","CS100008","분식전문점","17","23","9","2","0","0","6"
"20251","11110540","삼청동","CS100009","호프-간이주점","14","16","6","1","0","0","2"
"20251","11110540","삼청동","CS100010","커피-음료","89","101","3","3","5","5","12"
"20251","11110540","삼청동","CS200001","일반교습학원","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200003","예술학원","3","4","0","0","0","0","1"
"20251","11110540","삼청동","CS200005","스포츠 강습","3","3","0","0","0","0","0"
"20251","11110540","삼청동","CS200006","일반의원","4","4","0","0","0","0","0"
"20251","11110540","삼청동","CS200007","치과의원","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200008","한의원","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200010","변호사사무소","3","3","0","0","0","0","0"
"20251","11110540","삼청동","CS200011","변리사사무소","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200013","기타법무서비스","5","5","0","0","0","0","0"
"20251","11110540","삼청동","CS200015","세무사사무소","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200016","당구장","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200024","스포츠클럽","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200028","미용실","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200029","네일숍","3","3","0","0","0","0","0"
"20251","11110540","삼청동","CS200030","피부관리실","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200031","세탁소","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200033","부동산중개업","15","15","0","0","0","0","0"
"20251","11110540","삼청동","CS200034","여관","5","5","0","0","0","0","0"
"20251","11110540","삼청동","CS200035","게스트하우스","23","23","0","0","4","1","0"
"20251","11110540","삼청동","CS200038","독서실","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200041","사진관","17","17","6","1","0","0","0"
"20251","11110540","삼청동","CS200042","통번역서비스","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS200043","건축물청소","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS200044","여행사","9","9","0","0","0","0","0"
"20251","11110540","삼청동","CS200046","의류임대","18","18","0","0","6","1","0"
"20251","11110540","삼청동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300001","슈퍼마켓","11","13","8","1","0","0","2"
"20251","11110540","삼청동","CS300002","편의점","1","9","0","0","0","0","8"
"20251","11110540","삼청동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300005","주류도매","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300006","미곡판매","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300007","육류판매","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300008","수산물판매","2","2","0","0","50","1","0"
"20251","11110540","삼청동","CS300010","반찬가게","10","11","0","0","0","0","1"
"20251","11110540","삼청동","CS300011","일반의류","70","70","1","1","3","2","0"
"20251","11110540","삼청동","CS300012","한복점","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300013","유아의류","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300014","신발","9","9","0","0","0","0","0"
"20251","11110540","삼청동","CS300015","가방","4","5","20","1","0","0","1"
"20251","11110540","삼청동","CS300016","안경","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300017","시계및귀금속","12","12","0","0","0","0","0"
"20251","11110540","삼청동","CS300018","의약품","5","5","0","0","0","0","0"
"20251","11110540","삼청동","CS300019","의료기기","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300020","서적","4","4","0","0","0","0","0"
"20251","11110540","삼청동","CS300021","문구","4","5","0","0","0","0","1"
"20251","11110540","삼청동","CS300022","화장품","22","25","0","0","8","2","3"
"20251","11110540","삼청동","CS300023","미용재료","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300024","운동/경기용품","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300026","완구","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300027","섬유제품","2","2","0","0","0","0","0"
"20251","11110540","삼청동","CS300028","화초","10","10","0","0","0","0","0"
"20251","11110540","삼청동","CS300031","가구","3","3","0","0","0","0","0"
"20251","11110540","삼청동","CS300033","철물점","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300035","인테리어","7","7","0","0","0","0","0"
"20251","11110540","삼청동","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"20251","11110540","삼청동","CS300041","예술품","104","104","2","2","2","2","0"
"20251","11110540","삼청동","CS300043","전자상거래업","14","14","0","0","14","2","0"
"20251","11110550","부암동","CS100001","한식음식점","29","31","0","0","3","1","2"
"20251","11110550","부암동","CS100002","중식음식점","7","7","0","0","0","0","0"
"20251","11110550","부암동","CS100003","일식음식점","3","4","0","0","0","0","1"
"20251","11110550","부암동","CS100004","양식음식점","11","11","9","1","0","0","0"
"20251","11110550","부암동","CS100005","제과점","14","14","7","1","0","0","0"
"20251","11110550","부암동","CS100006","패스트푸드점","6","8","0","0","0","0","2"
"20251","11110550","부암동","CS100007","치킨전문점","1","2","0","0","0","0","1"
"20251","11110550","부암동","CS100008","분식전문점","9","12","8","1","0","0","3"
"20251","11110550","부암동","CS100009","호프-간이주점","7","7","0","0","0","0","0"
"20251","11110550","부암동","CS100010","커피-음료","38","42","0","0","2","1","4"
"20251","11110550","부암동","CS200001","일반교습학원","28","29","3","1","3","1","1"
"20251","11110550","부암동","CS200002","외국어학원","1","1","0","0","100","1","0"
"20251","11110550","부암동","CS200003","예술학원","10","10","0","0","0","0","0"
"20251","11110550","부암동","CS200005","스포츠 강습","7","7","0","0","0","0","0"
"20251","11110550","부암동","CS200006","일반의원","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200007","치과의원","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS200008","한의원","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS200009","동물병원","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS200010","변호사사무소","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200013","기타법무서비스","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200015","세무사사무소","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS200016","당구장","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200017","골프연습장","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200022","복권방","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200024","스포츠클럽","5","5","0","0","0","0","0"
"20251","11110550","부암동","CS200025","자동차수리","3","6","0","0","0","0","3"
"20251","11110550","부암동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200028","미용실","10","10","0","0","0","0","0"
"20251","11110550","부암동","CS200030","피부관리실","3","3","0","0","0","0","0"
"20251","11110550","부암동","CS200031","세탁소","7","9","0","0","0","0","2"
"20251","11110550","부암동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200033","부동산중개업","23","23","0","0","0","0","0"
"20251","11110550","부암동","CS200034","여관","3","3","33","1","0","0","0"
"20251","11110550","부암동","CS200035","게스트하우스","7","7","0","0","14","1","0"
"20251","11110550","부암동","CS200037","노래방","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200038","독서실","4","4","0","0","0","0","0"
"20251","11110550","부암동","CS200041","사진관","9","9","11","1","0","0","0"
"20251","11110550","부암동","CS200042","통번역서비스","5","5","0","0","0","0","0"
"20251","11110550","부암동","CS200043","건축물청소","3","5","0","0","0","0","2"
"20251","11110550","부암동","CS200044","여행사","9","9","0","0","0","0","0"
"20251","11110550","부암동","CS200046","의류임대","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300001","슈퍼마켓","8","9","11","1","0","0","1"
"20251","11110550","부암동","CS300002","편의점","4","11","18","2","9","1","7"
"20251","11110550","부암동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300004","핸드폰","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300005","주류도매","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300006","미곡판매","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300008","수산물판매","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300009","청과상","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300010","반찬가게","10","10","0","0","0","0","0"
"20251","11110550","부암동","CS300011","일반의류","22","22","5","1","0","0","0"
"20251","11110550","부암동","CS300012","한복점","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300013","유아의류","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300014","신발","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300015","가방","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300017","시계및귀금속","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300018","의약품","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300019","의료기기","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300020","서적","6","6","17","1","17","1","0"
"20251","11110550","부암동","CS300021","문구","2","3","0","0","0","0","1"
"20251","11110550","부암동","CS300022","화장품","5","5","0","0","0","0","0"
"20251","11110550","부암동","CS300023","미용재료","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300025","자전거 및 기타운송장비","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300027","섬유제품","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300028","화초","18","18","0","0","0","0","0"
"20251","11110550","부암동","CS300029","애완동물","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300030","중고가구","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300031","가구","1","1","0","0","100","1","0"
"20251","11110550","부암동","CS300032","가전제품","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300033","철물점","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300035","인테리어","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300036","조명용품","6","6","0","0","0","0","0"
"20251","11110550","부암동","CS300038","자동차부품","2","2","0","0","0","0","0"
"20251","11110550","부암동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20251","11110550","부암동","CS300041","예술품","14","14","0","0","0","0","0"
"20251","11110550","부암동","CS300042","주유소","3","3","0","0","0","0","0"
"20251","11110550","부암동","CS300043","전자상거래업","23","23","0","0","13","3","0"
"20251","11110560","평창동","CS100001","한식음식점","50","54","2","1","4","2","4"
"20251","11110560","평창동","CS100002","중식음식점","1","1","0","0","0","0","0"
"20251","11110560","평창동","CS100003","일식음식점","3","4","0","0","0","0","1"
"20251","11110560","평창동","CS100004","양식음식점","7","7","0","0","14","1","0"
"20251","11110560","평창동","CS100005","제과점","6","8","0","0","0","0","2"
"20251","11110560","평창동","CS100006","패스트푸드점","3","5","0","0","20","1","2"
"20251","11110560","평창동","CS100007","치킨전문점","0","2","0","0","0","0","2"
"20251","11110560","평창동","CS100008","분식전문점","8","11","0","0","0","0","3"
"20251","11110560","평창동","CS100009","호프-간이주점","17","20","0","0","5","1","3"
"20251","11110560","평창동","CS100010","커피-음료","23","28","0","0","0","0","5"
"20251","11110560","평창동","CS200001","일반교습학원","44","44","0","0","2","1","0"
"20251","11110560","평창동","CS200002","외국어학원","3","3","0","0","0","0","0"
"20251","11110560","평창동","CS200003","예술학원","13","13","0","0","0","0","0"
"20251","11110560","평창동","CS200005","스포츠 강습","15","15","7","1","0","0","0"
"20251","11110560","평창동","CS200006","일반의원","4","4","0","0","0","0","0"
"20251","11110560","평창동","CS200007","치과의원","4","4","0","0","0","0","0"
"20251","11110560","평창동","CS200008","한의원","6","6","0","0","0","0","0"
"20251","11110560","평창동","CS200009","동물병원","1","1","0","0","0","0","0"
"20251","11110560","평창동","CS200010","변호사사무소","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200013","기타법무서비스","3","3","0","0","0","0","0"
"20251","11110560","평창동","CS200016","당구장","2","2","0","0","50","1","0"
"20251","11110560","평창동","CS200017","골프연습장","2","2","0","0","50","1","0"
"20251","11110560","평창동","CS200019","PC방","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20251","11110560","평창동","CS200022","복권방","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200024","스포츠클럽","8","8","0","0","0","0","0"
"20251","11110560","평창동","CS200025","자동차수리","5","6","0","0","0","0","1"
"20251","11110560","평창동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20251","11110560","평창동","CS200028","미용실","16","16","0","0","0","0","0"
"20251","11110560","평창동","CS200029","네일숍","3","3","0","0","0","0","0"
"20251","11110560","평창동","CS200030","피부관리실","10","10","0","0","0","0","0"
"20251","11110560","평창동","CS200031","세탁소","7","8","0","0","0","0","1"
"20251","11110560","평창동","CS200032","가전제품수리","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200033","부동산중개업","54","54","0","0","2","1","0"
"20251","11110560","평창동","CS200034","여관","3","3","0","0","0","0","0"
"20251","11110560","평창동","CS200035","게스트하우스","1","1","0","0","100","1","0"
"20251","11110560","평창동","CS200037","노래방","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200038","독서실","5","5","0","0","0","0","0"
"20251","11110560","평창동","CS200040","녹음실","2","2","0","0","0","0","0"
"20251","11110560","평창동","CS200041","사진관","17","17","0","0","0","0","0"
"20251","11110560","평창동","CS200042","통번역서비스","6","6","0","0","33","2","0"
"20251","11110560","평창동","CS200043","건축물청소","4","4","0","0","0","0","0"
"20251","11110560","평창동","CS200044","여행사","7","7","0","0","0","0","0"
"20251","11110560","평창동","CS200046","의류임대","1","1","0","0","0","0","0"
"20251","11110560","평창동","CS300001","슈퍼마켓","11","14","0","0","0","0","3"
"20251","11110560","평창동","CS300002","편의점","3","15","0","0","0","0","12"
"20251","11110560","평창동","CS300003","컴퓨터및주변장치판매","5","5","0","0","0","0","0"
